,material_id,shg,pretty_formula,elements,cif,spacegroup_number
166,mp-558491,0.9163060491903462,BaAlBO3F2,"['Ba', 'Al', 'B', 'O', 'F']","# generated using pymatgen
data_BaAlBO3F2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.88790019
_cell_length_b   4.88790019
_cell_length_c   9.40300000
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   120.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   BaAlBO3F2
_chemical_formula_sum   'Ba2 Al2 B2 O6 F4'
_cell_volume   194.55469930
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ba  Ba0  1  0.00000000  0.00000000  0.75026000  1
  Ba  Ba1  1  0.00000000  0.00000000  0.24974000  1
  Al  Al2  1  0.66666667  0.33333333  0.00000000  1
  Al  Al3  1  0.33333333  0.66666667  0.50000000  1
  B  B4  1  0.33333333  0.66666667  0.00000000  1
  B  B5  1  0.66666667  0.33333333  0.50000000  1
  O  O6  1  0.38060000  0.05670000  0.50000000  1
  O  O7  1  0.32500000  0.94250000  0.00000000  1
  O  O8  1  0.67610000  0.61940000  0.50000000  1
  O  O9  1  0.61750000  0.67500000  0.00000000  1
  O  O10  1  0.05750000  0.38250000  0.00000000  1
  O  O11  1  0.94330000  0.32390000  0.50000000  1
  F  F12  1  0.66666667  0.33333333  0.79620000  1
  F  F13  1  0.33333333  0.66666667  0.68620000  1
  F  F14  1  0.33333333  0.66666667  0.31380000  1
  F  F15  1  0.66666667  0.33333333  0.20380000  1
",174
573,mp-551629,1.166445561001877,CsLiMoO4,"['Cs', 'Li', 'Mo', 'O']","# generated using pymatgen
data_CsLiMoO4
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   6.05813294
_cell_length_b   6.05813294
_cell_length_c   6.05813294
_cell_angle_alpha   60.00000000
_cell_angle_beta   60.00000000
_cell_angle_gamma   60.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   CsLiMoO4
_chemical_formula_sum   'Cs1 Li1 Mo1 O4'
_cell_volume   157.21768628
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Cs  Cs0  1  0.00000000  0.00000000  0.00000000  1
  Li  Li1  1  0.75000000  0.75000000  0.75000000  1
  Mo  Mo2  1  0.50000000  0.50000000  0.50000000  1
  O  O3  1  0.62047133  0.13858600  0.62047133  1
  O  O4  1  0.62047133  0.62047133  0.13858600  1
  O  O5  1  0.62047133  0.62047133  0.62047133  1
  O  O6  1  0.13858600  0.62047133  0.62047133  1
",216
484,mp-553374,1.0533199029386449,Cs4Sb2O5,"['Cs', 'Sb', 'O']","# generated using pymatgen
data_Cs4Sb2O5
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   6.33048718
_cell_length_b   6.33048718
_cell_length_c   8.11500000
_cell_angle_alpha   82.75095759
_cell_angle_beta   82.75095759
_cell_angle_gamma   66.33636537
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Cs4Sb2O5
_chemical_formula_sum   'Cs4 Sb2 O5'
_cell_volume   294.46106698
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Cs  Cs0  1  0.99350000  0.99350000  0.00120000  1
  Cs  Cs1  1  0.99810000  0.99810000  0.50240000  1
  Cs  Cs2  1  0.33321000  0.33321000  0.15309000  1
  Cs  Cs3  1  0.66425000  0.66425000  0.84543000  1
  O  O4  1  0.20090000  0.62290000  0.78550000  1
  O  O5  1  0.83770000  0.40810000  0.19250000  1
  O  O6  1  0.40810000  0.83770000  0.19250000  1
  O  O7  1  0.62290000  0.20090000  0.78550000  1
  O  O8  1  0.48330000  0.48330000  0.47270000  1
  Sb  Sb9  1  0.35278000  0.35278000  0.66874000  1
  Sb  Sb10  1  0.64834000  0.64834000  0.32916000  1
",8
564,mp-230,5.679922422479741,SbO2,"['Sb', 'O']","# generated using pymatgen
data_SbO2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.45240000
_cell_length_b   4.81800000
_cell_length_c   11.80830000
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   SbO2
_chemical_formula_sum   'Sb8 O16'
_cell_volume   310.20006396
_cell_formula_units_Z   8
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Sb  Sb0  1  0.48030000  0.46480000  0.50100000  1
  Sb  Sb1  1  0.51970000  0.53520000  0.00100000  1
  Sb  Sb2  1  0.98030000  0.03520000  0.50100000  1
  Sb  Sb3  1  0.01970000  0.96480000  0.00100000  1
  Sb  Sb4  1  0.87408000  0.50280000  0.74550000  1
  Sb  Sb5  1  0.12592000  0.49720000  0.24550000  1
  Sb  Sb6  1  0.37408000  0.99720000  0.74550000  1
  Sb  Sb7  1  0.62592000  0.00280000  0.24550000  1
  O  O8  1  0.84100000  0.69400000  0.90060000  1
  O  O9  1  0.15900000  0.30600000  0.40060000  1
  O  O10  1  0.34100000  0.80600000  0.90060000  1
  O  O11  1  0.65900000  0.19400000  0.40060000  1
  O  O12  1  0.57080000  0.28710000  0.81330000  1
  O  O13  1  0.42920000  0.71290000  0.31330000  1
  O  O14  1  0.07080000  0.21290000  0.81330000  1
  O  O15  1  0.92920000  0.78710000  0.31330000  1
  O  O16  1  0.66200000  0.86000000  0.08790000  1
  O  O17  1  0.33800000  0.14000000  0.58790000  1
  O  O18  1  0.16200000  0.64000000  0.08790000  1
  O  O19  1  0.83800000  0.36000000  0.58790000  1
  O  O20  1  0.84080000  0.30810000  0.18830000  1
  O  O21  1  0.15920000  0.69190000  0.68830000  1
  O  O22  1  0.34080000  0.19190000  0.18830000  1
  O  O23  1  0.65920000  0.80810000  0.68830000  1
",33
504,mp-769349,2.3133245279086116,BaTa6O16,"['Ba', 'Ta', 'O']","# generated using pymatgen
data_BaTa6O16
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.92434600
_cell_length_b   9.26203421
_cell_length_c   9.26203421
_cell_angle_alpha   111.35161165
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   BaTa6O16
_chemical_formula_sum   'Ba1 Ta6 O16'
_cell_volume   313.54460317
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ba  Ba0  1  0.50000000  0.59972500  0.40027500  1
  O  O1  1  0.00000000  0.56848100  0.17621600  1
  O  O2  1  0.00000000  0.24697500  0.14896000  1
  O  O3  1  0.00000000  0.01768400  0.22748500  1
  O  O4  1  0.00000000  0.82378400  0.43151900  1
  O  O5  1  0.00000000  0.47721600  0.52278400  1
  O  O6  1  0.00000000  0.16353300  0.53897700  1
  O  O7  1  0.00000000  0.85104000  0.75302500  1
  O  O8  1  0.00000000  0.46102300  0.83646700  1
  O  O9  1  0.00000000  0.14320900  0.85679100  1
  O  O10  1  0.00000000  0.77251500  0.98231600  1
  O  O11  1  0.50000000  0.27468000  0.36866100  1
  O  O12  1  0.50000000  0.37157800  0.00248400  1
  O  O13  1  0.50000000  0.00337100  0.99662900  1
  O  O14  1  0.50000000  0.78688500  0.21311500  1
  O  O15  1  0.50000000  0.99751600  0.62842200  1
  O  O16  1  0.50000000  0.63133900  0.72532000  1
  Ta  Ta17  1  0.00000000  0.00750400  0.99249600  1
  Ta  Ta18  1  0.00000000  0.36912400  0.99911600  1
  Ta  Ta19  1  0.00000000  0.79434200  0.20565800  1
  Ta  Ta20  1  0.00000000  0.24740100  0.37980900  1
  Ta  Ta21  1  0.00000000  0.00088400  0.63087600  1
  Ta  Ta22  1  0.00000000  0.62019100  0.75259900  1
",38
243,mp-556717,6.955610211040707,Tl3Ga9S13O2,"['Tl', 'Ga', 'S', 'O']","# generated using pymatgen
data_Tl3Ga9S13O2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   9.59800008
_cell_length_b   9.59800008
_cell_length_c   7.43300000
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   120.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Tl3Ga9S13O2
_chemical_formula_sum   'Tl3 Ga9 S13 O2'
_cell_volume   593.00214259
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Tl  Tl0  1  0.33333333  0.66666667  0.50000000  1
  Tl  Tl1  1  0.00000000  0.00000000  0.00000000  1
  Tl  Tl2  1  0.00000000  0.00000000  0.50000000  1
  Ga  Ga3  1  0.80589967  0.55920033  0.26490000  1
  Ga  Ga4  1  0.07359967  0.45690033  0.00000000  1
  Ga  Ga5  1  0.80589967  0.55920033  0.73510000  1
  Ga  Ga6  1  0.75330067  0.19410033  0.73510000  1
  Ga  Ga7  1  0.54309967  0.61669933  0.00000000  1
  Ga  Ga8  1  0.44079967  0.24669933  0.26490000  1
  Ga  Ga9  1  0.44079967  0.24669933  0.73510000  1
  Ga  Ga10  1  0.38330067  0.92640033  0.00000000  1
  Ga  Ga11  1  0.75330067  0.19410033  0.26490000  1
  S  S12  1  0.68349967  0.70660033  0.25540000  1
  S  S13  1  0.36099967  0.33600033  0.50000000  1
  S  S14  1  0.95799967  0.61700033  0.00000000  1
  S  S15  1  0.97500067  0.63900033  0.50000000  1
  S  S16  1  0.02310067  0.31650033  0.25540000  1
  S  S17  1  0.38299967  0.34099933  0.00000000  1
  S  S18  1  0.66399967  0.02499933  0.50000000  1
  S  S19  1  0.68349967  0.70660033  0.74460000  1
  S  S20  1  0.02310067  0.31650033  0.74460000  1
  S  S21  1  0.29339967  0.97689933  0.25540000  1
  S  S22  1  0.65900067  0.04200033  0.00000000  1
  S  S23  1  0.29339967  0.97689933  0.74460000  1
  S  S24  1  0.33333333  0.66666667  0.00000000  1
  O  O25  1  0.66666667  0.33333333  0.73900000  1
  O  O26  1  0.66666667  0.33333333  0.26100000  1
",174
189,mp-24595,1.1837196256735931,Ca2B5H2ClO10,"['Ca', 'B', 'H', 'Cl', 'O']","# generated using pymatgen
data_Ca2B5H2ClO10
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   6.28600000
_cell_length_b   6.45200000
_cell_length_c   6.55900000
_cell_angle_alpha   74.14000002
_cell_angle_beta   61.59999999
_cell_angle_gamma   61.28000001
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Ca2B5H2ClO10
_chemical_formula_sum   'Ca2 B5 H2 Cl1 O10'
_cell_volume   204.86747606
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ca  Ca0  1  0.89010000  0.45240000  0.45160000  1
  Ca  Ca1  1  0.00000000  0.00000000  0.00000000  1
  B  B2  1  0.52870000  0.47410000  0.12930000  1
  B  B3  1  0.39840000  0.33060000  0.90910000  1
  B  B4  1  0.92870000  0.55150000  0.97550000  1
  B  B5  1  0.51630000  0.88230000  0.99700000  1
  B  B6  1  0.28620000  0.44760000  0.57890000  1
  H  H7  1  0.59000000  0.98200000  0.44300000  1
  H  H8  1  0.82000000  0.92600000  0.52300000  1
  Cl  Cl9  1  0.18790000  0.97960000  0.52700000  1
  O  O10  1  0.77820000  0.88620000  0.41870000  1
  O  O11  1  0.32500000  0.44770000  0.35760000  1
  O  O12  1  0.41510000  0.72210000  0.03700000  1
  O  O13  1  0.77420000  0.42050000  0.14750000  1
  O  O14  1  0.59720000  0.30810000  0.97240000  1
  O  O15  1  0.36280000  0.10800000  0.94820000  1
  O  O16  1  0.48060000  0.39460000  0.65010000  1
  O  O17  1  0.13800000  0.51190000  0.03480000  1
  O  O18  1  0.76200000  0.81050000  0.98980000  1
  O  O19  1  0.02940000  0.48510000  0.73660000  1
",1
475,mp-28261,4.71460125630746,Na4SnO3,"['Na', 'Sn', 'O']","# generated using pymatgen
data_Na4SnO3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.82770000
_cell_length_b   5.89420000
_cell_length_c   8.83172835
_cell_angle_alpha   83.46247617
_cell_angle_beta   70.73548784
_cell_angle_gamma   69.81300000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Na4SnO3
_chemical_formula_sum   'Na8 Sn2 O6'
_cell_volume   268.78780794
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Na  Na0  1  0.54930000  0.75050000  0.93380000  1
  Na  Na1  1  0.93580000  0.77840000  0.08640000  1
  Na  Na2  1  0.68990000  0.30950000  0.71660000  1
  Na  Na3  1  0.40650000  0.80950000  0.28340000  1
  Na  Na4  1  0.72810000  0.74150000  0.50840000  1
  Na  Na5  1  0.23650000  0.24150000  0.49160000  1
  Na  Na6  1  0.02220000  0.27840000  0.91360000  1
  Na  Na7  1  0.48310000  0.25050000  0.06620000  1
  O  O8  1  0.63370000  0.03150000  0.32300000  1
  O  O9  1  0.95670000  0.53150000  0.67700000  1
  O  O10  1  0.69100000  0.48770000  0.13340000  1
  O  O11  1  0.82440000  0.98770000  0.86660000  1
  O  O12  1  0.17310000  0.04550000  0.12740000  1
  O  O13  1  0.30050000  0.54550000  0.87260000  1
  Sn  Sn14  1  0.84730000  0.24790000  0.28660000  1
  Sn  Sn15  1  0.13390000  0.74790000  0.71340000  1
",9
510,mp-556719,1.6713697870620905,K2Ti(SiO3)3,"['K', 'Ti', 'Si', 'O']","# generated using pymatgen
data_K2Ti(SiO3)3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   7.60853788
_cell_length_b   7.60853788
_cell_length_c   7.60853788
_cell_angle_alpha   82.29067525
_cell_angle_beta   82.29067525
_cell_angle_gamma   82.29067525
_symmetry_Int_Tables_number   1
_chemical_formula_structural   K2Ti(SiO3)3
_chemical_formula_sum   'K4 Ti2 Si6 O18'
_cell_volume   429.49457523
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  K  K0  1  0.77419000  0.23031000  0.00394000  1
  K  K1  1  0.23031000  0.00394000  0.77419000  1
  K  K2  1  0.00394000  0.77419000  0.23031000  1
  K  K3  1  0.50597700  0.50597700  0.50597700  1
  O  O4  1  0.67130000  0.89540000  0.98510000  1
  O  O5  1  0.53230000  0.84490000  0.31950000  1
  O  O6  1  0.31950000  0.53230000  0.84490000  1
  O  O7  1  0.75440000  0.06050000  0.38080000  1
  O  O8  1  0.06050000  0.38080000  0.75440000  1
  O  O9  1  0.41320000  0.15170000  0.44620000  1
  O  O10  1  0.37060000  0.09140000  0.08920000  1
  O  O11  1  0.09140000  0.08920000  0.37060000  1
  O  O12  1  0.44620000  0.41320000  0.15170000  1
  O  O13  1  0.38080000  0.75440000  0.06050000  1
  O  O14  1  0.08920000  0.37060000  0.09140000  1
  O  O15  1  0.15170000  0.44620000  0.41320000  1
  O  O16  1  0.84490000  0.31950000  0.53230000  1
  O  O17  1  0.57740000  0.87020000  0.64220000  1
  O  O18  1  0.64220000  0.57740000  0.87020000  1
  O  O19  1  0.89540000  0.98510000  0.67130000  1
  O  O20  1  0.87020000  0.64220000  0.57740000  1
  O  O21  1  0.98510000  0.67130000  0.89540000  1
  Si  Si22  1  0.10888000  0.48818000  0.90221000  1
  Si  Si23  1  0.90221000  0.10888000  0.48818000  1
  Si  Si24  1  0.48818000  0.90221000  0.10888000  1
  Si  Si25  1  0.98210000  0.45289000  0.56213000  1
  Si  Si26  1  0.56213000  0.98210000  0.45289000  1
  Si  Si27  1  0.45289000  0.56213000  0.98210000  1
  Ti  Ti28  1  0.77722000  0.77722000  0.77722000  1
  Ti  Ti29  1  0.25936300  0.25936300  0.25936300  1
",146
58,mp-1008680,13.513584610306742,TiGePt,"['Ti', 'Ge', 'Pt']","# generated using pymatgen
data_TiGePt
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.18168808
_cell_length_b   4.18168808
_cell_length_c   4.18168808
_cell_angle_alpha   60.00000000
_cell_angle_beta   60.00000000
_cell_angle_gamma   60.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   TiGePt
_chemical_formula_sum   'Ti1 Ge1 Pt1'
_cell_volume   51.70587685
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ge  Ge0  1  0.50000000  0.50000000  0.50000000  1
  Pt  Pt1  1  0.75000000  0.75000000  0.75000000  1
  Ti  Ti2  1  0.00000000  0.00000000  0.00000000  1
",216
474,mp-625830,8.885288661340526,Zn(HO)2,"['Zn', 'H', 'O']","# generated using pymatgen
data_Zn(HO)2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.93000000
_cell_length_b   5.17000000
_cell_length_c   8.54700000
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Zn(HO)2
_chemical_formula_sum   'Zn4 H8 O8'
_cell_volume   217.84679070
_cell_formula_units_Z   4
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Zn  Zn0  1  0.82200000  0.89800000  0.62600000  1
  Zn  Zn1  1  0.32200000  0.60200000  0.37400000  1
  Zn  Zn2  1  0.17800000  0.39800000  0.87400000  1
  Zn  Zn3  1  0.67800000  0.10200000  0.12600000  1
  H  H4  1  0.07689400  0.50045600  0.57665800  1
  H  H5  1  0.57689400  0.99954400  0.42334200  1
  H  H6  1  0.92310600  0.00045600  0.92334200  1
  H  H7  1  0.42310600  0.49954400  0.07665800  1
  H  H8  1  0.55975300  0.69757600  0.83194900  1
  H  H9  1  0.05975300  0.80242400  0.16805100  1
  H  H10  1  0.44024700  0.19757600  0.66805100  1
  H  H11  1  0.94024700  0.30242400  0.33194900  1
  O  O12  1  0.91300000  0.57200000  0.52300000  1
  O  O13  1  0.41300000  0.92800000  0.47700000  1
  O  O14  1  0.08700000  0.07200000  0.97700000  1
  O  O15  1  0.58700000  0.42800000  0.02300000  1
  O  O16  1  0.63800000  0.87600000  0.83000000  1
  O  O17  1  0.13800000  0.62400000  0.17000000  1
  O  O18  1  0.36200000  0.37600000  0.67000000  1
  O  O19  1  0.86200000  0.12400000  0.33000000  1
",19
252,mp-760755,0.0989150381480061,KAl11O17,"['K', 'Al', 'O']","# generated using pymatgen
data_KAl11O17
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.64626901
_cell_length_b   5.64681933
_cell_length_c   11.89538987
_cell_angle_alpha   76.27149947
_cell_angle_beta   76.27098373
_cell_angle_gamma   60.00322378
_symmetry_Int_Tables_number   1
_chemical_formula_structural   KAl11O17
_chemical_formula_sum   'K1 Al11 O17'
_cell_volume   315.89020396
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Al  Al0  1  0.09725700  0.59190100  0.21358500  1
  Al  Al1  1  0.99983100  0.99984200  0.00049600  1
  Al  Al2  1  0.59184600  0.09729300  0.21358000  1
  Al  Al3  1  0.09728100  0.09729300  0.21358000  1
  Al  Al4  1  0.45033300  0.45026300  0.64907100  1
  Al  Al5  1  0.34993050  0.34994600  0.95019300  1
  Al  Al6  1  0.54992450  0.54999700  0.35015400  1
  Al  Al7  1  0.64977550  0.64977100  0.05067800  1
  Al  Al8  1  0.90377900  0.90383700  0.78742600  1
  Al  Al9  1  0.40495800  0.90383700  0.78742600  1
  Al  Al10  1  0.90379400  0.40498300  0.78742900  1
  K  K11  1  0.82928000  0.82933400  0.51210600  1
  O  O12  1  0.29670150  0.29658600  0.11001100  1
  O  O13  1  0.09449850  0.09459200  0.71641100  1
  O  O14  1  0.81041200  0.81013800  0.09944200  1
  O  O15  1  0.19016200  0.71950900  0.90016700  1
  O  O16  1  0.59926300  0.59928200  0.70979300  1
  O  O17  1  0.40168950  0.90699400  0.28962700  1
  O  O18  1  0.09166200  0.59928200  0.70979300  1
  O  O19  1  0.71954200  0.19025400  0.90020700  1
  O  O20  1  0.28000800  0.81013800  0.09944200  1
  O  O21  1  0.49990700  0.49993100  0.50025500  1
  O  O22  1  0.90706300  0.40161100  0.28962100  1
  O  O23  1  0.40170500  0.40161100  0.28962100  1
  O  O24  1  0.59926950  0.09168600  0.70977500  1
  O  O25  1  0.81024050  0.28005000  0.09946900  1
  O  O26  1  0.18999700  0.19025400  0.90020700  1
  O  O27  1  0.70338550  0.70351100  0.88971800  1
  O  O28  1  0.90559000  0.90551800  0.28330200  1
",8
21,mp-22895,1.1196147296289416,CuI,"['Cu', 'I']","# generated using pymatgen
data_CuI
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.28393572
_cell_length_b   4.28393572
_cell_length_c   4.28393572
_cell_angle_alpha   60.00000000
_cell_angle_beta   60.00000000
_cell_angle_gamma   60.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   CuI
_chemical_formula_sum   'Cu1 I1'
_cell_volume   55.59219719
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Cu  Cu0  1  0.75000000  0.75000000  0.75000000  1
  I  I1  1  0.00000000  0.00000000  0.00000000  1
",216
